source;target;weight
q-ulixi;29;-0.0840655540372
q-carmentis;29;0.075154548388
q-saturnus;29;0.075154548388
q-plemyrium;29;-0.0743828830301
q-pachyni;29;-0.0743828830301
q-sicanio;29;-0.0743828830301
q-arethusa;29;-0.0743828830301
q-alpheum;29;-0.0743828830301
q-helori;29;-0.0743828830301
q-fluctus;29;-0.0740730988795
q-monimenta;29;0.0605959203015
q-selinus;29;-0.0574777870006
q-phoebea;29;-0.0574777870006
q-camerina;29;-0.0574777870006
q-acragas;29;-0.0574777870006
q-lilybeia;29;-0.0574777870006
q-generator;29;-0.0574777870006
q-geloi;29;-0.0574777870006
q-aetnaeos;29;-0.0545100778551
q-pandarus;30;0.0975200753069
q-entellus;30;-0.0931578799618
q-dareta;30;-0.0931578799618
q-proinde;30;0.082367923225
q-crethea;30;0.0810319170948
q-drance;30;0.0789096405029
q-achillem;30;0.0774370385157
q-semel;30;0.0760578780145
q-acestes;30;-0.0684283899838
q-saturnus;30;-0.0683824786522
q-carmentis;30;-0.0683824786522
q-hyrtacidae;30;-0.0621052533079
q-eurytion;30;-0.0621052533079
q-monimenta;30;-0.0602615648352
q-immania;30;0.0597580687066
q-caestus;30;-0.0571767221417
q-armipotens;30;0.057133197422
q-tot;30;0.056069106972
q-semper;30;0.0550127783069
q-uoluse;30;0.0511265541146
q-pelias;31;-0.0991168908184
q-iphitus;31;-0.0991168908184
q-latinum;31;-0.0727106472526
q-danaum;31;-0.0726552282188
q-coluber;31;-0.0715623387239
q-troes;31;0.0671495890115
q-priami;31;-0.059329635922
q-taburno;31;0.0584273745923
q-daunius;31;0.0584273745923
q-duo;31;0.0567232141177
q-teucris;31;-0.0556552938152
q-intus;31;-0.0543629218699
q-entellus;31;-0.0539570225693
q-dareta;31;-0.0539570225693
q-quantus;31;0.0538437403994
q-achillis;31;-0.053464420806
q-amens;31;0.05293515689
q-lucagus;31;-0.0517118548388
q-discordia;31;-0.0511360345184
q-tros;31;0.050998541741
q-daedalus;32;-0.125549301068
q-phoebe;32;-0.109486620104
q-sibyllae;32;-0.101932392414
q-quoque;32;-0.0825904364753
q-phoebi;32;-0.0801051804039
q-antrum;32;-0.0740968528709
q-totidem;32;-0.0707776433476
q-centum;32;-0.0698841304036
q-tros;32;-0.0696585483016
q-direxti;32;-0.0689234386052
